"no_reg","pilihan"
"231006675","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231006675","Media Cetak (Surat Kabar, Koran, Majalah)"
"231006679","Teman "
"231006687","Website infopmb.itpln.ac.id"
"231006693","Forum Diskusi Online"
"231006693","Website Lain"
"231006695","Jejaring Sosial"
"231006695","Guru / Sekolah"
"231006695","Teman "
"231006698","Jejaring Sosial"
"231006710","Forum Diskusi Online"
"231006715","Website infopmb.itpln.ac.id"
"231006715","Jejaring Sosial"
"231006726","Jejaring Sosial"
"231006729","Teman "
"231006730","Website infopmb.itpln.ac.id"
"231006744","Jejaring Sosial"
"231006755","Jejaring Sosial"
"231006761","Jejaring Sosial"
"231006763","Teman "
"231006764","Jejaring Sosial"
"231006766","Jejaring Sosial"
"231006778","Website infopmb.itpln.ac.id"
"231006780","Website infopmb.itpln.ac.id"
"231006798","Jejaring Sosial"
"231006803","Jejaring Sosial"
"231006807","Website infopmb.itpln.ac.id"
"231006807","Email / SMS Broadcast"
"231006808","Website infopmb.itpln.ac.id"
"231006815","Jejaring Sosial"
"231006815","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231006816","Jejaring Sosial"
"231006823","Jejaring Sosial"
"231006832","Jejaring Sosial"
"231006833","Website infopmb.itpln.ac.id"
"231006837","Media Cetak (Surat Kabar, Koran, Majalah)"
"231006850","Jejaring Sosial"
"231006851","Teman "
"231006876","Website infopmb.itpln.ac.id"
"231006878","Teman "
"231006880","Teman "
"231006880","Jejaring Sosial"
"231006881","Jejaring Sosial"
"231006883","Jejaring Sosial"
"231006885","Website infopmb.itpln.ac.id"
"231006885","Jejaring Sosial"
"231006888","Media Elektronik (Televisi, Radio)"
"231006892","Jejaring Sosial"
"231006895","Jejaring Sosial"
"231006899","Website infopmb.itpln.ac.id"
"231006904","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231006905","Website infopmb.itpln.ac.id"
"231006912","Teman "
"231006916","Teman "
"231006923","Website infopmb.itpln.ac.id"
"231006927","Website infopmb.itpln.ac.id"
"231006927","Media Cetak (Surat Kabar, Koran, Majalah)"
"231006934","Guru / Sekolah"
"231006934","Teman "
"231006942","Website infopmb.itpln.ac.id"
"231006955","Website infopmb.itpln.ac.id"
"231006955","Media Elektronik (Televisi, Radio)"
"231006955","Jejaring Sosial"
"231006966","Jejaring Sosial"
"231006966","Teman "
"231006969","Jejaring Sosial"
"231006970","Website Lain"
"231006970","Jejaring Sosial"
"231006975","Teman "
"231006976","Website infopmb.itpln.ac.id"
"231006983","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231006989","Website infopmb.itpln.ac.id"
"231006994","Jejaring Sosial"
"231006996","Jejaring Sosial"
"231006996","Media Elektronik (Televisi, Radio)"
"231006997","Website infopmb.itpln.ac.id"
"231006997","Jejaring Sosial"
"231006999","Email / SMS Broadcast"
"231007004","Teman "
"231007008","Teman "
"231007020","Jejaring Sosial"
"231007030","Jejaring Sosial"
"231007030","Media Elektronik (Televisi, Radio)"
"231007030","Website Lain"
"231007030","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231007030","Teman "
"231007046","Website infopmb.itpln.ac.id"
"231007046","Guru / Sekolah"
"231007049","Guru / Sekolah"
"231007080","Website infopmb.itpln.ac.id"
"231007080","Forum Diskusi Online"
"231007080","Website Lain"
"231007095","Guru / Sekolah"
"231007096","Guru / Sekolah"
"231007099","Jejaring Sosial"
"231007104","Guru / Sekolah"
"231007104","Website infopmb.itpln.ac.id"
"231007105","Jejaring Sosial"
"231007105","Teman "
"231007113","Website infopmb.itpln.ac.id"
"231007113","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231007116","Website infopmb.itpln.ac.id"
"231007122","Jejaring Sosial"
"231007122","Teman "
"231007123","Website infopmb.itpln.ac.id"
"231007124","Website infopmb.itpln.ac.id"
"231007125","Website infopmb.itpln.ac.id"
"231007125","Website Lain"
"231007133","Jejaring Sosial"
"231007151","Guru / Sekolah"
"231007158","Jejaring Sosial"
"231007166","Website infopmb.itpln.ac.id"
"231007174","Jejaring Sosial"
"231007174","Teman "
"231007175","Jejaring Sosial"
"231007183","Website infopmb.itpln.ac.id"
"231007188","Jejaring Sosial"
"231007203","Website infopmb.itpln.ac.id"
"231007209","Teman "
"231007209","Jejaring Sosial"
"231007214","Email / SMS Broadcast"
"231007214","Jejaring Sosial"
"231007214","Teman "
"231007214","Website Lain"
"231007220","Jejaring Sosial"
"231007220","Website Lain"
"231007225","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231007225","Website infopmb.itpln.ac.id"
"231007237","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231007242","Jejaring Sosial"
"231007242","Teman "
"231007243","Jejaring Sosial"
"231007247","Jejaring Sosial"
"231007247","Teman "
"231007256","Guru / Sekolah"
"231007265","Teman "
"231007279","Website infopmb.itpln.ac.id"
"231007279","Jejaring Sosial"
"231007283","Jejaring Sosial"
"231007284","Website infopmb.itpln.ac.id"
"231007285","Website infopmb.itpln.ac.id"
"231007285","Jejaring Sosial"
"231007286","Jejaring Sosial"
"231007292","Guru / Sekolah"
"231007292","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231007292","Jejaring Sosial"
"231007304","Website Lain"
"231007304","Jejaring Sosial"
"231007305","Website infopmb.itpln.ac.id"
"231007305","Forum Diskusi Online"
"231007305","Guru / Sekolah"
"231007314","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231007315","Teman "
"231007315","Website infopmb.itpln.ac.id"
"231007331","Jejaring Sosial"
"231007331","Website infopmb.itpln.ac.id"
"231007342","Guru / Sekolah"
"231007344","Jejaring Sosial"
"231007350","Forum Diskusi Online"
"231007350","Jejaring Sosial"
"231007350","Website infopmb.itpln.ac.id"
"231007350","Teman "
"231007356","Website infopmb.itpln.ac.id"
"231007357","Website infopmb.itpln.ac.id"
"231007366","Teman "
"231007376","Jejaring Sosial"
"231007377","Jejaring Sosial"
"231007377","Guru / Sekolah"
"231007377","Teman "
"231007378","Guru / Sekolah"
"231007397","Jejaring Sosial"
"231007398","Website infopmb.itpln.ac.id"
"231007404","Website Lain"
"231007406","Jejaring Sosial"
"231007416","Media Elektronik (Televisi, Radio)"
"231007416","Website infopmb.itpln.ac.id"
"231007422","Jejaring Sosial"
"231007430","Jejaring Sosial"
"231007432","Jejaring Sosial"
"231007433","Teman "
"231007433","Jejaring Sosial"
"231007441","Teman "
"231007441","Jejaring Sosial"
"231007445","Teman "
"231007446","Guru / Sekolah"
"231007447","Jejaring Sosial"
"231007460","Website infopmb.itpln.ac.id"
"231007468","Teman "
"231007472","Teman "
"231007473","Website infopmb.itpln.ac.id"
"231007473","Teman "
"231007474","Teman "
"231007482","Website infopmb.itpln.ac.id"
"231007486","Teman "
"231007501","Website infopmb.itpln.ac.id"
"231007503","Website infopmb.itpln.ac.id"
"231007503","Jejaring Sosial"
"231007503","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231007503","Teman "
"231007508","Guru / Sekolah"
"231007508","Teman "
"231007508","Website Lain"
"231007508","Jejaring Sosial"
"231007508","Website infopmb.itpln.ac.id"
"231007512","Jejaring Sosial"
"231007513","Teman "
"231007518","Website infopmb.itpln.ac.id"
"231007522","Jejaring Sosial"
"231007522","Guru / Sekolah"
"231007532","Jejaring Sosial"
"231007532","Teman "
"231007533","Website infopmb.itpln.ac.id"
"231007533","Jejaring Sosial"
"231007539","Jejaring Sosial"
"231007552","Website infopmb.itpln.ac.id"
"231007553","Jejaring Sosial"
"231007554","Website infopmb.itpln.ac.id"
"231007554","Teman "
"231007559","Jejaring Sosial"
"231007561","Guru / Sekolah"
"231007568","Website infopmb.itpln.ac.id"
"231007586","Guru / Sekolah"
"231007587","Jejaring Sosial"
"231007593","Teman "
"231007596","Guru / Sekolah"
"231007603","Teman "
"231007604","Guru / Sekolah"
"231007604","Website infopmb.itpln.ac.id"
"231007604","Jejaring Sosial"
"231007606","Website infopmb.itpln.ac.id"
"231007606","Media Elektronik (Televisi, Radio)"
"231007606","Jejaring Sosial"
"231007606","Email / SMS Broadcast"
"231007606","Website Lain"
"231007606","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231007609","Website infopmb.itpln.ac.id"
"231007611","Teman "
"231007611","Jejaring Sosial"
"231007611","Website infopmb.itpln.ac.id"
"231007611","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231007611","Guru / Sekolah"
"231007614","Website infopmb.itpln.ac.id"
"231007622","Guru / Sekolah"
"231007624","Teman "
"231007625","Teman "
"231007625","Website infopmb.itpln.ac.id"
"231007636","Jejaring Sosial"
"231007637","Teman "
"231007642","Jejaring Sosial"
"231007644","Guru / Sekolah"
"231007650","Jejaring Sosial"
"231007654","Website infopmb.itpln.ac.id"
"231007654","Jejaring Sosial"
"231007660","Website Lain"
"231007660","Website infopmb.itpln.ac.id"
"231007662","Jejaring Sosial"
"231007673","Website infopmb.itpln.ac.id"
"231007682","Jejaring Sosial"
"231007682","Media Elektronik (Televisi, Radio)"
"231007684","Jejaring Sosial"
"231007684","Teman "
"231007690","Website infopmb.itpln.ac.id"
"231007691","Website infopmb.itpln.ac.id"
"231007695","Guru / Sekolah"
"231007695","Website infopmb.itpln.ac.id"
"231007695","Jejaring Sosial"
"231007706","Guru / Sekolah"
"231007710","Website infopmb.itpln.ac.id"
"231007717","Jejaring Sosial"
"231007722","Website infopmb.itpln.ac.id"
"231007724","Jejaring Sosial"
"231007727","Website infopmb.itpln.ac.id"
"231007728","Website infopmb.itpln.ac.id"
"231007728","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231007732","Jejaring Sosial"
"231007733","Website infopmb.itpln.ac.id"
"231007733","Jejaring Sosial"
"231007743","Jejaring Sosial"
"231007744","Website infopmb.itpln.ac.id"
"231007748","Guru / Sekolah"
"231007754","Website infopmb.itpln.ac.id"
"231007778","Teman "
"231007778","Forum Diskusi Online"
"231007778","Website infopmb.itpln.ac.id"
"231007778","Media Elektronik (Televisi, Radio)"
"231007779","Teman "
"231007781","Teman "
"231007792","Forum Diskusi Online"
"231007792","Teman "
"231007792","Jejaring Sosial"
"231007797","Media Elektronik (Televisi, Radio)"
"231007797","Teman "
"231007797","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231007797","Guru / Sekolah"
"231007799","Website infopmb.itpln.ac.id"
"231007802","Jejaring Sosial"
"231007802","Website infopmb.itpln.ac.id"
"231007818","Website Lain"
"231007818","Teman "
"231007827","Jejaring Sosial"
"231007838","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231007846","Teman "
"231007848","Website Lain"
"231007854","Teman "
"231007854","Website infopmb.itpln.ac.id"
"231007854","Website Lain"
"231007854","Jejaring Sosial"
"231007858","Teman "
"231007864","Guru / Sekolah"
"231007866","Website infopmb.itpln.ac.id"
"231007866","Jejaring Sosial"
"231007867","Teman "
"231007867","Jejaring Sosial"
"231007870","Teman "
"231007877","Guru / Sekolah"
"231007887","Jejaring Sosial"
"231007889","Teman "
"231007894","Media Elektronik (Televisi, Radio)"
"231007894","Website infopmb.itpln.ac.id"
"231007894","Website Lain"
"231007894","Media Cetak (Surat Kabar, Koran, Majalah)"
"231007894","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231007899","Jejaring Sosial"
"231007902","Forum Diskusi Online"
"231007902","Website infopmb.itpln.ac.id"
"231007902","Website Lain"
"231007902","Teman "
"231007902","Jejaring Sosial"
"231007902","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231007905","Teman "
"231007906","Website infopmb.itpln.ac.id"
"231007919","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231007919","Email / SMS Broadcast"
"231007919","Media Cetak (Surat Kabar, Koran, Majalah)"
"231007919","Teman "
"231007919","Website infopmb.itpln.ac.id"
"231007924","Guru / Sekolah"
"231007931","Guru / Sekolah"
"231007938","Jejaring Sosial"
"231007938","Website infopmb.itpln.ac.id"
"231007938","Teman "
"231007942","Teman "
"231007942","Forum Diskusi Online"
"231007951","Teman "
"231007951","Media Elektronik (Televisi, Radio)"
"231007952","Media Elektronik (Televisi, Radio)"
"231007952","Jejaring Sosial"
"231007955","Website infopmb.itpln.ac.id"
"231007959","Media Elektronik (Televisi, Radio)"
"231007959","Media Cetak (Surat Kabar, Koran, Majalah)"
"231007959","Jejaring Sosial"
"231007961","Website infopmb.itpln.ac.id"
"231008003","Website Lain"
"231008006","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231008006","Media Cetak (Surat Kabar, Koran, Majalah)"
"231008064","Website infopmb.itpln.ac.id"
"231008085","Website infopmb.itpln.ac.id"
"231008097","Jejaring Sosial"
"231008100","Website infopmb.itpln.ac.id"
"231008100","Guru / Sekolah"
"231008105","Media Elektronik (Televisi, Radio)"
"231008111","Website infopmb.itpln.ac.id"
"231008137","Jejaring Sosial"
"231008137","Guru / Sekolah"
"231008150","Jejaring Sosial"
"231008167","Jejaring Sosial"
"231008167","Teman "
"231008167","Media Elektronik (Televisi, Radio)"
"231008170","Website infopmb.itpln.ac.id"
"231008185","Teman "
"231008192","Website infopmb.itpln.ac.id"
"231008192","Forum Diskusi Online"
"231008192","Guru / Sekolah"
"231008192","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231008203","Jejaring Sosial"
"231008237","Website infopmb.itpln.ac.id"
"231008249","Jejaring Sosial"
"231008254","Website infopmb.itpln.ac.id"
"231008254","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231008254","Media Elektronik (Televisi, Radio)"
"231008298","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231008298","Media Elektronik (Televisi, Radio)"
"231008353","Jejaring Sosial"
"231008354","Website infopmb.itpln.ac.id"
"231008354","Jejaring Sosial"
"231008377","Website infopmb.itpln.ac.id"
"231008407","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231008410","Jejaring Sosial"
"231008415","Website Lain"
"231008419","Guru / Sekolah"
"231008439","Website infopmb.itpln.ac.id"
"231008443","Website infopmb.itpln.ac.id"
"231008475","Teman "
"231008476","Teman "
"231008476","Jejaring Sosial"
"231008486","Jejaring Sosial"
"231008497","Media Elektronik (Televisi, Radio)"
"231008515","Website infopmb.itpln.ac.id"
"231008530","Guru / Sekolah"
"231008615","Teman "
"231008658","Jejaring Sosial"
"231008664","Teman "
"231008733","Teman "
"231008733","Jejaring Sosial"
"231008733","Website Lain"
"231008733","Guru / Sekolah"
"231008733","Website infopmb.itpln.ac.id"
"231008754","Jejaring Sosial"
"231008785","Jejaring Sosial"
"231008798","Website Lain"
"231008810","Media Elektronik (Televisi, Radio)"
"231008810","Website infopmb.itpln.ac.id"
"231008810","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231008811","Website infopmb.itpln.ac.id"
"231008812","Jejaring Sosial"
"231008812","Forum Diskusi Online"
"231008902","Website infopmb.itpln.ac.id"
"231008929","Website infopmb.itpln.ac.id"
"231008929","Jejaring Sosial"
"231008929","Email / SMS Broadcast"
"231008929","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231008972","Jejaring Sosial"
"231008972","Website Lain"
"231009003","Website infopmb.itpln.ac.id"
"231009021","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231009032","Teman "
"231009067","Jejaring Sosial"
"231009078","Media Cetak (Surat Kabar, Koran, Majalah)"
"231009080","Guru / Sekolah"
"231009129","Website Lain"
"231009136","HIMDA"
"231009136","Teman "
"231009136","Spanduk"
"231009155","Jejaring Sosial"
"231009155","Website Lain"
"231009155","Website infopmb.itpln.ac.id"
"231009180","Website infopmb.itpln.ac.id"
"231009187","Jejaring Sosial"
"231009187","Website Lain"
"231009306","Teman "
"231009306","Jejaring Sosial"
"231009306","Website infopmb.itpln.ac.id"
"231009318","Teman "
"231009318","Website Lain"
"231009368","Teman "
"231009436","Website infopmb.itpln.ac.id"
"231009440","Website infopmb.itpln.ac.id"
"231009456","Jejaring Sosial"
"231009466","Guru / Sekolah"
"231009563","Jejaring Sosial"
"231009568","Website Lain"
"231009592","Website infopmb.itpln.ac.id"
"231009592","Website Lain"
"231009649","Guru / Sekolah"
"231009678","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231009678","Website infopmb.itpln.ac.id"
"231009708","Website infopmb.itpln.ac.id"
"231009722","Teman "
"231009755","Website infopmb.itpln.ac.id"
"231009755","Media Cetak (Surat Kabar, Koran, Majalah)"
"231009765","Teman "
"231009765","Forum Diskusi Online"
"231009788","Website infopmb.itpln.ac.id"
"231009837","Teman "
"231009847","Jejaring Sosial"
"231009899","Teman "
"231009899","Website infopmb.itpln.ac.id"
"231009924","Website Lain"
"231009949","Media Cetak (Surat Kabar, Koran, Majalah)"
"231009957","Teman "
"231010014","Website infopmb.itpln.ac.id"
"231010026","Teman "
"231010052","Teman "
"231010085","Website Lain"
"231010085","Website infopmb.itpln.ac.id"
"231010142","Teman "
"231010146","Website infopmb.itpln.ac.id"
"231010148","Teman "
"231010150","Website infopmb.itpln.ac.id"
"231010154","Website infopmb.itpln.ac.id"
"231010161","Teman "
"231010161","Website infopmb.itpln.ac.id"
"231010188","Media Cetak (Surat Kabar, Koran, Majalah)"
"231010194","Jejaring Sosial"
"231010194","Teman "
"231010205","Website infopmb.itpln.ac.id"
"231010210","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231010223","Website infopmb.itpln.ac.id"
"231010228","Teman "
"231010255","Jejaring Sosial"
"231010255","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231010260","Teman "
"231010261","Jejaring Sosial"
"231010274","Jejaring Sosial"
"231010274","Guru / Sekolah"
"231010274","Website infopmb.itpln.ac.id"
